id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
6499;Belém 1 Bedroom Historical Apartment;14455;Bruno;Lisboa;Belm;386.975;-919.768;Entire home/apt;54;3;29;08.08.2021;0.34;1;60;3;
25659;Heart of Alfama Lisbon Center - Cœur de l'Alfama;107347;Ellie;Lisboa;Santa Maria Maior;3.871.167;-912.696;Entire home/apt;45;2;121;08.11.2019;Jan 35;1;328;8;56539/AL.
29248;Apartamento Alfama com vista para o rio!;125768;Bárbara;Lisboa;Santa Maria Maior;3.871.272;-912.628;Entire home/apt;51;3;332;29.10.2019;Feb 75;1;171;10;23535/AL
29396;Alfama Hill - Boutique apartment;126415;Mónica;Lisboa;Santa Maria Maior;3.871.156;-912.987;Entire home/apt;52;2;283;30.07.2021;Feb 77;1;298;32;28737/AL
29720;TheHOUSE - Your luxury home;128075;Francisco;Lisboa;Estrela;3.871.195;-915.877;Entire home/apt;1114;2;58;04.09.2021;0.86;1;331;3;55695/AL
29915;Modern and Cool Apartment in Lisboa;128890;Sara;Lisboa;Avenidas Novas;3.874.712;-915.286;Entire home/apt;50;5;43;25.07.2021;0.39;1;286;6;85851/AL.
33348;Happy Season;144484;Bruno;Lisboa;Lumiar;3.876.381;-915.256;Private room;40;1;2;22.07.2011;0.02;2;0;0;
40817;Chiado, Alecrim walk to Riverfront;176410;S.;Lisboa;Misericrdia;3.870.903;-914.313;Entire home/apt;122;1;363;25.09.2019;Mrz 18;6;0;3;50054/AL
42519;Nice Apart.BAIRRO ALTO (ADAMASTOR) 6-1º;136230;David;Lisboa;Misericrdia;3.870.896;-914.938;Entire home/apt;50;1;120;27.08.2021;Jan 17;11;199;6;81551/AL
48025;Apartment for renting  in Lisbon;218778;José;Lisboa;Misericrdia;3.871.309;-914.392;Entire home/apt;65;5;18;23.01.2019;0.15;5;258;0;66950/AL
48058;Small House Downtown Cascais;218990;Pim;Cascais;Cascais e Estoril;386.965;-942.571;Entire home/apt;80;5;33;12.10.2019;0.42;1;236;0;55201 Alojamento Local para Turistas
48854;Comfortable 4BR in historical villa, near market;222551;Dagmar;Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;388.038;-93.797;Entire home/apt;200;5;45;23.12.2020;0.72;1;0;1;7884/AL
49673;Cottage Countryside / Beaches Golf;225364;Mercês;Alenquer;Alenquer (Santo Estvo e Triana);3.905.965;-904.733;Entire home/apt;230;7;6;16.08.2016;0.16;1;358;0;
50108;Duplex do Pipas;229376;Pipas;Lisboa;Estrela;3.870.388;-91.652;Entire home/apt;85;2;37;26.06.2016;0.32;2;258;0;3725/AL
52298;rooms free in lisbon;241711;Paulo;Lisboa;Misericrdia;3.871.046;-915.115;Entire home/apt;310;1;0;;;1;365;0;
55116;Sonho Lisboa;259744;Miguel;Lisboa;Avenidas Novas;38.726;-915.545;Private room;85;2;4;07.04.2018;0.19;2;365;0;
56906;Lisbon Balcony Penthouse 15th Floor;270457;Antonio;Lisboa;So Vicente;3.871.851;-912.439;Entire home/apt;48;2;143;17.02.2020;Jan 30;7;328;0;22122/AL
75171;Long Stays - river a step away. Sunlight everyday;184400;Justostay;Lisboa;Estrela;3.870.501;-916.348;Entire home/apt;80;2;25;19.05.2015;0.31;9;269;0;7680 AL
83615;Sleep 4 - Tram 28 - 302/AL;184400;Justostay;Lisboa;Estrela;3.871.255;-916.001;Entire home/apt;85;3;18;27.11.2012;0.16;9;365;0;
83700;Studio Cascais- Panoramic sea view;456477;Claudio;Cascais;Cascais e Estoril;3.870.018;-943.272;Entire home/apt;54;3;159;28.01.2018;Jan 56;1;321;13;2729/AL
83933;Charming flat with terrace in Graça;335614;Sebastien;Lisboa;So Vicente;38.719.852;-9.129.011;Entire home/apt;65;2;213;24.09.2019;02. Jan;2;156;1;60551/AL
84599;LV Premier Baixa PR- Elevator, Balcony, AC, View;181902;Jose Luz;Lisboa;Santa Maria Maior;387.106;-913.689;Entire home/apt;163;1;72;17.08.2021;0.72;19;327;2;8954/AL
89015;GREAT LUXURY HOUSE IN THE CENTER;485573;Justo;Lisboa;Misericrdia;387.124;-914.989;Entire home/apt;95;3;28;22.09.2017;0.43;1;168;0;88834/AL
90931;NORONHA apartment - BAIRRO ALTO;184400;Justostay;Lisboa;Santo Antnio;3.871.767;-915.262;Entire home/apt;120;3;16;14.07.2016;0.15;9;365;0;301 AL
93829;Studio near to S Jorge Castle;183877;Cristina;Lisboa;So Vicente;3.871.912;-913.058;Entire home/apt;51;1;60;09.06.2019;0.71;1;139;0;Exempt
95212;BIG 3 BD CHARM&LIGHT PERFECT SPOT #green street;502806;Kathia;Lisboa;Estrela;3.870.716;-91.525;Entire home/apt;85;3;75;21.11.2019;0.71;1;203;1;
97503;Lovely equipped flat in city centre;515924;Joel;Lisboa;Santo Antnio;3.872.024;-914.317;Private room;22;20;43;23.04.2014;0.43;9;133;2;
103252;BALCONY · Vila Berta;538753;André & Cristina;Lisboa;So Vicente;3.871.825;-912.902;Entire home/apt;60;2;64;09.09.2021;01. Feb;7;320;6;89565/AL
107159;Noite a bordo  barco Yatch Astinor;554343;José;Lisboa;Estrela;3.870.236;-917.488;Private room;360;1;0;;;1;365;0;
112497;Ocean View from The Sunny Flat;574017;Mateus;Cascais;Cascais e Estoril;3.869.922;-944.053;Entire home/apt;99;4;11;30.06.2011;0.45;1;0;0;
119120;Lapa 2Bdr with City and River Views;387186;Nuno;Lisboa;Estrela;3.870.927;-916.122;Entire home/apt;58;3;239;31.07.2020;Feb 48;6;12;7;6820/AL
122572;A confortable room in a nice place;614156;Isabel;Lisboa;So Domingos de Benfica;3.875.623;-917.507;Private room;62;1;0;;;1;0;0;
125578;Lisbon Downtown, Historical center;624049;Sandra;Lisboa;Santa Maria Maior;3.871.512;-913.518;Entire home/apt;57;3;204;27.08.2021;Jan 78;1;346;11;
125835;Rent quarter;624965;Vanessa;Vila Franca De Xira;Vila Franca de Xira;3.895.722;-900.264;Private room;50;1;0;;;1;364;0;
125848;Historical Alfama-Pantheon Charming 1 bed flat;624278;Isabelle & Cesar;Lisboa;So Vicente;3.871.478;-91.241;Entire home/apt;69;3;143;18.10.2018;Jan 28;5;198;0;82014/AL
126646;"Room and balcony in house, overlooking the ""Tagus""";628095;Filipe;Lisboa;Penha de Frana;3.872.828;-913.192;Private room;26;1;273;12.09.2021;Mrz 22;3;63;21;Exempt
130708;Private Room in City Center;643374;Jesse James;Lisboa;Santa Maria Maior;387.188;-913.649;Private room;35;3;188;03.10.2019;Jan 53;2;331;8;
130799;DAHOUSE SPORTS BEACH COLIVING & COWORKING RESIDENC;643762;Dahouse;Cascais;Carcavelos e Parede;3.868.647;-932.989;Private room;66;6;15;02.08.2014;0.15;2;356;0;
133645;A pleasure in Lisbon;656138;Juan;Lisboa;Santa Maria Maior;3.871.079;-913.223;Entire home/apt;50;2;270;22.08.2021;Feb 20;2;343;12;AL/6125
134438;The Oasis   Beautiful outside terrace and garden!;659768;Matt;Lisboa;So Vicente;3.871.955;-91.229;Entire home/apt;70;2;199;09.11.2020;Jan 88;2;320;2;60792/AL
135261;Lisbon City Center 2 Bedroom Apt;663233;Leo;Lisboa;Misericrdia;3.871.104;-914.551;Entire home/apt;70;7;231;24.08.2021;02. Sep;2;200;1;20021/AL
136433;Near Sintra. Near Lisbon.;667914;Pe;Sintra;Algueiro-Mem Martins;3.880.698;-934.995;Private room;40;1;0;;;1;364;0;
137054;A pleasure in Lisbon 2;656138;Juan;Lisboa;Santa Maria Maior;3.871.216;-913.113;Entire home/apt;50;2;199;16.08.2021;Jan 74;2;358;13;AL/6167
137461;Atalaia apartment;218778;José;Lisboa;Misericrdia;387.135;-914.583;Entire home/apt;65;7;2;05.09.2012;0.02;5;319;0;
138542;Dear Home ★ In the Heart of Lisbon;676330;Margarida;Lisboa;Santo Antnio;3.871.694;-915.415;Entire home/apt;60;3;0;;;6;100;0;
138929;Regueira street Apartm 88 4floor Alfama - 28599/AL;677938;Diogo And Maria;Lisboa;Santa Maria Maior;3.871.231;-912.918;Entire home/apt;44;2;363;01.04.2021;Feb 96;1;295;52;28599/AL
138999;Apt Cathedral with River View;678222;Helena;Lisboa;Santa Maria Maior;3.871.018;-913.292;Entire home/apt;75;2;109;01.11.2019;01. Okt;1;59;2;23108 - AL
140080;Apartments in Lisbon city center 1º;682628;Paulo Eduardo;Lisboa;Misericrdia;3.871.308;-914.514;Entire home/apt;178;2;29;08.12.2014;0.25;8;264;1;2691/AL
141883;Gomes Freire Studio with Balcony;688914;Luis;Cascais;Cascais e Estoril;386.961;-942.215;Entire home/apt;101;2;31;04.07.2021;0.90;36;335;3;10955/AL
144396;Casa dos Sobreiros;699865;Fernando;Mafra;Venda do Pinheiro e Santo Estvo das Gals;3.887.536;-92.401;Private room;45;1;0;;;1;364;0;
144851;Myplace-Lisbon Bairro Alto apart;701650;Mauro;Lisboa;Misericrdia;3.871.103;-914.572;Entire home/apt;90;2;84;07.09.2021;0.72;10;305;9;10977/AL
144955;Apartment near Avenida da Liberdade;702053;Carlos;Lisboa;Santo Antnio;3.872.173;-914.137;Entire home/apt;48;3;14;02.03.2020;0.73;1;192;9;
147738;Casa Castelo de S. Jorge;713828;Ana Paula;Lisboa;So Vicente;387.155;-913.203;Entire home/apt;74;2;14;17.03.2020;0.33;1;77;0;45152/AL
148344;Casa do Celeiro (architect/artist house);716185;Mary;Sintra;Colares;3.878.808;-945.999;Entire home/apt;130;5;42;17.03.2021;0.54;1;284;5;34367
149274;Sunny 1BR - Av. D. Carlos I, Lisbon;676330;Margarida;Lisboa;Misericrdia;3.871.018;-915.282;Entire home/apt;30;2;113;05.04.2019;01. Sep;6;0;0;
149589;Refuge at the Heart of the Castle!;721565;Ana;Lisboa;Santa Maria Maior;3.871.331;-913.314;Entire home/apt;72;1;138;02.09.2021;Jan 40;3;220;12;31903/AL
151327;Air conditioning - Very Central -  'Cats House';727771;Susana;Lisboa;Santa Maria Maior;3.871.227;-912.942;Entire home/apt;55;3;409;11.07.2021;Mrz 34;9;331;20;84821/AL
151909;FADO/SAUDADE LargeRoom/priv.WC for 2 Sintra area;731092;Teresa;Sintra;Rio de Mouro;3.875.831;-934.034;Private room;45;2;3;09.07.2017;0.06;4;365;0;48800/AL
154968;Tranquility in Principe Real.;739283;Andre;Lisboa;Misericrdia;387.144;-914.972;Entire home/apt;58;2;43;24.10.2017;0.35;1;14;0;
155865;Great apartment in Lisbon!;749485;Ricardo;Lisboa;Alcntara;38.707;-917.749;Entire home/apt;65;2;144;05.06.2021;Jan 17;1;359;4;Registration Number: 12807/AL
158255;Charming Apartment in Lisbon;743285;Antonio;Lisboa;Estrela;3.871.143;-915.453;Entire home/apt;350;31;2;28.12.2015;0.02;1;363;0;14081960/AL
161476;Between the Castle & the Tejo;772370;Gerald Christopher;Lisboa;Santa Maria Maior;3.871.401;-913.509;Private room;29;2;148;08.09.2021;Jan 22;1;10;7;
162533;Charm in the heart of Lisbon!;776635;Marisa;Lisboa;Santa Maria Maior;3.871.554;-913.691;Entire home/apt;71;3;25;25.11.2020;0.49;9;344;1;44595/AL
166114;Casa do Duque, no Centro Chiado;791812;Mário;Lisboa;Santa Maria Maior;3.871.417;-914.054;Entire home/apt;57;4;192;11.11.2019;Jan 86;1;243;0;
172248;Double room near airport + free Parking;507901;Ana E Lucien;Lisboa;Alvalade;3.874.736;-913.191;Private room;27;7;46;09.09.2013;0.41;7;335;2;61861/AL
172638;Duplex at old typical Lisbon - Alfama;823780;André;Lisboa;Santa Maria Maior;3.871.228;-913.037;Entire home/apt;79;2;395;10.12.2019;Mrz 43;2;242;8;59682/AL
174064;Spacious Lisbon Apartment-Central;830888;João;Lisboa;Misericrdia;3.871.385;-914.969;Entire home/apt;77;4;141;15.11.2018;Jan 43;1;0;0;47040/AL.
174529;LISBON GREAT VIEW!;833952;Filipe;Lisboa;Arroios;3.871.964;-913.396;Entire home/apt;78;4;87;06.08.2019;01. Nov;2;259;0;14058/AL
176153;The White House - Historical Center;842219;Inês & António;Lisboa;Misericrdia;3.870.774;-914.314;Entire home/apt;60;1;696;11.09.2021;Mai 71;2;228;16;
178515;Meet Lisboa on your foot;753902;Bruno;Lisboa;Santa Maria Maior;3.870.968;-913.277;Entire home/apt;65;3;160;19.08.2019;Jan 86;6;61;2;35038/AL
178524;Duplex central Apt with river view;753902;Bruno;Lisboa;Santa Maria Maior;3.871.055;-913.248;Entire home/apt;90;3;254;13.03.2020;02. Sep;6;335;5;86946/AL
181107;Double bed room in Anjos-Graça;867993;Filipe;Lisboa;Arroios;3.872.155;-913.269;Private room;36;3;120;03.09.2021;Jan 22;2;352;6;
181219;Golden Blue Studio;412702;Ana;Lisboa;Misericrdia;3.871.122;-915.034;Entire home/apt;49;3;36;27.07.2019;Jan 18;1;306;6;6712AL
184888;Caravela - Torre Sao Rafael;887175;Tania;Lisboa;Parque das Naes;3.876.861;-909.669;Entire home/apt;118;120;15;21.09.2018;0.23;1;364;0;
185126;CHIADO 4 - top location! heart of LISBOA;184400;Justostay;Lisboa;Misericrdia;3.871.196;-914.322;Entire home/apt;60;30;17;28.06.2017;0.16;9;200;1;4045/AL
186996;Apartment Jasmim, in historic center;899179;Beco Do Jasmim;Lisboa;Santa Maria Maior;387.155;-913.513;Entire home/apt;48;4;75;07.04.2021;Jan 24;2;104;19;23582/AL
187442;Alfama Balcony: Awesome Tagus View!;901710;André, Ricardo & Luís;Lisboa;Santa Maria Maior;3.871.074;-913.134;Entire home/apt;85;2;404;21.08.2021;Mrz 49;2;356;18;8023/AL
189676;Santa Catarina - City / river views;915146;Pedro;Lisboa;Misericrdia;3.870.997;-914.864;Entire home/apt;94;20;226;08.09.2019;Jan 92;3;127;2;19438AL
193321;Great sunny flat, historical center;515924;Joel;Lisboa;Santo Antnio;3.871.982;-914.255;Private room;25;10;23;27.08.2014;0.27;9;290;0;
196619;COSY HOUSE;144484;Bruno;Lisboa;Penha de Frana;3.872.545;-912.151;Entire home/apt;65;1;0;;;2;0;0;
198480;Ideal to work from home;;;;;;;;;;;;;;;;
199461;Romantic Apartment in the Old Town;914126;Martin;Lisboa;Santa Maria Maior;3.871.138;-913.655;Entire home/apt;95;2;100;02.08.2021;0.85;16;307;9;114187/AL
205532;LISBON chiado W  ELEVATOR & GARDEN - 227/AL;184400;Justostay;Lisboa;Santa Maria Maior;3.871.042;-914.096;Entire home/apt;130;3;13;06.08.2018;0.21;9;363;0;227 AL
208683;Cozy central apartment with view;753902;Bruno;Lisboa;Santa Maria Maior;3.870.934;-913.202;Entire home/apt;60;3;124;25.09.2019;Jan 26;6;99;0;35037/AL
211614;Studio12 Monte Estoril, Cascais -Pool and tennis;758277;Margarida;Cascais;Cascais e Estoril;3.871.015;-940.746;Entire home/apt;68;3;57;05.04.2018;0.55;2;344;7;59068/AL
211616;Beguinhos: A balcony over Lisbon;1091599;Francisco;Lisboa;Santa Maria Maior;3.871.315;-912.715;Entire home/apt;75;3;192;23.08.2021;Jan 92;1;310;10;25786/AL
214729;Lisboa alojamento de curta duração;1108485;Maria;Lisboa;Alvalade;3.875.048;-9.146;Private room;30;4;27;30.06.2019;0.35;2;361;0;
217187;Lisboa Popular;1121762;Silvia;Lisboa;So Vicente;387.144;-912.812;Entire home/apt;70;2;184;21.07.2018;Jan 66;2;198;0;84722/AL
217281;Room near the University of Lisbon;1108485;Maria;Lisboa;Alvalade;3.874.891;-914.651;Private room;22;5;1;22.12.2020;0.11;2;334;1;6743/AL
218584;Sea View  Apartment Almocageme, Sintra;1130719;Mario;Sintra;Colares;3.879.325;-947.854;Entire home/apt;80;5;24;21.07.2021;0.31;1;168;4;11447/AL
220830;CASA MAYA  - BEAUTIFUL STONE HOUSE;763034;Eduardo;Mafra;Igreja Nova e Cheleiros;3.888.991;-931.029;Entire home/apt;60;2;28;02.08.2021;0.37;5;339;7;65979/AL
220831;Casa do Pátio;763034;Eduardo;Mafra;Igreja Nova e Cheleiros;3.889.156;-931.059;Entire home/apt;120;2;9;01.08.2021;0.12;5;72;3;65979/AL
222942;Quarto com muita luz;1157493;Lígia;Lisboa;Arroios;3.873.194;-913.383;Private room;54;1;4;30.06.2017;0.09;1;365;0;
229846;Alfama - Tiny penthouse  with a river view;624278;Isabelle & Cesar;Lisboa;So Vicente;3.871.478;-91.241;Entire home/apt;55;3;148;12.08.2021;Jan 58;5;320;1;82021/AL
231329;Doll house;1171644;Carla&Rodrigo;Cascais;Carcavelos e Parede;3.868.727;-933.687;Entire home/apt;40;3;109;29.09.2016;Jan 46;1;232;10;34768/AL
231385;Lisbon is Fado;1208572;Felipe;Lisboa;Areeiro;387.451;-913.853;Private room;35;1;43;17.09.2016;0.56;33;138;0;
231468;Casa da Rita - ein besonderer Ort;1210169;Rita;Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;3.880.669;-9.397.194;Entire home/apt;175;4;45;28.05.2019;0.51;1;283;6;8573/AL
234910;Central Cascais Great Terrace 5 px;1230207;Rita;Cascais;Cascais e Estoril;3.869.914;-941.998;Entire home/apt;85;3;90;28.05.2021;0.88;1;157;7;57836/AL
236138;Different apartment in Lisbon;1237805;Fátima;Lisboa;Misericrdia;3.871.517;-914.595;Entire home/apt;49;22;76;22.03.2020;0.76;1;13;0;
239018;Sunny room in central Lisbon (double);1253359;Helena;Lisboa;Campolide;3.873.484;-915.902;Private room;37;2;291;12.10.2019;Feb 94;2;319;0;80871/AL
239335;Casa Penafiel;1255095;Oliver;Lisboa;Santa Maria Maior;3.871.068;-913.455;Entire home/apt;135;3;27;03.12.2019;0.54;1;104;0;50227/AL
242363;Old fashioned little sweet house;1271952;Annis;Cascais;Alcabideche;3.872.138;-941.789;Private room;65;1;0;;;1;365;0;
244494;Chiado Apartments Lisbon Views 5A;1282676;Paulo;Lisboa;Santa Maria Maior;3.871.094;-913.999;Entire home/apt;126;3;6;15.07.2019;0.05;8;21;1;8514/AL
249727;FAMILY HOUSE - DREAM SPOT - 2207/AL;1308681;Paulo;Sintra;Colares;3.883.981;-946.096;Entire home/apt;200;6;27;29.02.2020;0.27;1;188;0;
250288;LISBON'S PERFECT LOCATION STUDIO;647439;Hugo;Lisboa;Santa Maria Maior;3.871.379;-913.521;Entire home/apt;53;7;418;21.05.2019;Mrz 49;3;327;26;22027/AL
250491;Super Location, near Rossio square. Beautiful and Comfortable with A/C.;1312785;Juan;Lisboa;Arroios;3.871.659;-91.381;Entire home/apt;75;3;33;29.10.2019;0.30;15;311;0;2543/AL
250526;Trendy apartment - historic center;1313374;Joana;Lisboa;Misericrdia;3.871.114;-915.012;Entire home/apt;65;1;183;02.08.2021;Jan 60;5;53;14;77756/AL
252744;Holiday House Lisbon, old town;1327000;Miguel/Mafalda;Lisboa;Misericrdia;3.871.132;-915.258;Entire home/apt;110;3;15;25.07.2013;0.21;1;219;1;
254571;Lisbon Family Apart in BairroAlto - 5946/AL.;184400;Justostay;Lisboa;Misericrdia;3.871.611;-915.001;Entire home/apt;300;3;85;02.09.2019;0.84;9;365;0;5946 AL
256093;Superb balcony over old Lisbon;1346663;João;Lisboa;Misericrdia;3.871.002;-915.079;Entire home/apt;69;3;319;21.02.2020;Mrz 25;1;0;0;
257480;Loft in Alfama with River View;152243043;Maria & Pedro;Lisboa;So Vicente;3.871.343;-912.557;Entire home/apt;74;3;332;06.08.2021;Feb 97;15;294;11;56195/AL
257560;Top Loft Alfama!! Historic Lisbon;1328660;Pedro;Lisboa;Santa Maria Maior;3.871.077;-9.129;Entire home/apt;78;4;240;30.07.2021;Feb 17;1;8;12;13495/AL
261300;Sintra-Eugaria:Charming with views!;776635;Marisa;Sintra;Colares;3.879.462;-943.601;Entire home/apt;90;3;40;07.08.2019;0.36;9;0;0;
261733;Cosy, Central & FreeWiFi BairroAlto;1373142;Sara And Sergio;Lisboa;Misericrdia;3.871.329;-914.442;Entire home/apt;60;3;322;28.01.2020;Feb 90;1;296;6;45101/AL
262251;Apartment in the center of Lisbon;1375871;Augusto;Lisboa;Avenidas Novas;387.462;-915.094;Private room;65;1;0;;;1;0;0;
262616;Central Lisbon with Private Garden;996180;Filipe;Lisboa;Santo Antnio;3.871.749;-915.361;Entire home/apt;90;3;53;11.10.2019;0.47;1;250;3;
263399;Cosy 3 Bedrooms Apartment @ Campolide;405842;Augusto;Lisboa;Campolide;3.872.732;-916.373;Entire home/apt;70;28;24;20.09.2017;0.24;4;47;4;30904/AL
266659;A private room in a charming place;1398359;Rodrigo;Lisboa;Estrela;3.871.271;-915.333;Private room;103;2;6;07.05.2017;0.11;1;364;0;
267235;Apartment with garden in Lisbon;1039097;Diogo;Lisboa;Santo Antnio;3.872.433;-915.611;Entire home/apt;77;3;81;26.07.2021;0.93;11;223;4;44083-AL
270591;Spacious and family friendly villa at Lisbon coast;1416570;Iveta;Torres Vedras;S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces;3.910.812;-923.511;Entire home/apt;217;3;24;28.06.2021;0.32;1;280;3;
271430;Luxury, best quarter free parking no cleaning fees;1416183;Fadoflats;Lisboa;Santa Maria Maior;3.871.291;-914.234;Entire home/apt;119;2;93;05.09.2021;0.86;13;169;4;24027/AL
272438;Modern decor in best neighbourhood;1416183;Fadoflats;Lisboa;Santa Maria Maior;3.871.291;-914.234;Entire home/apt;88;2;71;09.09.2019;0.65;13;172;1;3019/AL
273835;Challet Joset I Old Fashioned House;1432350;Samantha;Cascais;Carcavelos e Parede;3.869.219;-935.887;Entire home/apt;100;3;21;13.08.2019;0.22;3;63;0;
276795;superb duplex with amazing terrace;1445970;Laurent;Lisboa;Misericrdia;3.871.128;-914.371;Entire home/apt;160;3;105;02.01.2020;Jan 27;1;178;4;34222/AL
279549;3 Bedrooms, 3 bathrooms and terrace - Chiado;1457564;Ines;Lisboa;Misericrdia;3.870.996;-914.347;Entire home/apt;169;3;220;03.06.2021;2.00;1;335;7;35949/AL
281407;BERNARDIM BROWN IN CENTRAL LISBON;1466881;Victor;Lisboa;Santo Antnio;3.872.684;-914.425;Entire home/apt;180;3;2;03.07.2017;0.04;10;365;0;15252/AL
286153;Shared appartment - double room2;1489229;João;Lisboa;Campolide;3.872.851;-916.644;Shared room;10;2;49;11.07.2016;0.42;2;356;1;Registo como alojamento local no turismo de Portugal 5955/AL
286706;BERNARDIM GREY IN CENTRAL LISBON;1466881;Victor;Lisboa;Santo Antnio;3.872.665;-914.444;Entire home/apt;120;3;9;04.01.2017;0.11;10;350;0;AL15255
291676;BAIRRO ALTO APARTMENT in Lisbon 3º;682628;Paulo Eduardo;Lisboa;Misericrdia;3.871.308;-914.514;Entire home/apt;155;2;8;16.07.2018;0.08;8;278;0;2696/AL
295749;Chiado DLux Comfort 3BR By Architecture TOTE SER;372159762;Be Our Guest;Lisboa;Misericrdia;3.871.293;-914.383;Entire home/apt;159;2;42;21.08.2021;0.49;5;4;8;670/AL
297131;Lovely Apartment close to the sea;1532497;Maria;Cascais;Cascais e Estoril;3.869.901;-94.398;Entire home/apt;82;3;35;30.09.2018;0.34;1;258;0;35001/AL
297857;Chiado Superior 1 BR By Architecture TOTE SER;372159762;Be Our Guest;Lisboa;Santa Maria Maior;3.871.183;-913.886;Entire home/apt;77;1;14;24.09.2018;0.16;5;149;10;1665/AL
299321;Central Apartment & 360º Terrace;9416641;Sandra & Sofia;Lisboa;Santo Antnio;387.213;-914.437;Entire home/apt;85;3;558;08.09.2021;Mai 17;3;258;17;2156/AL
301264;200yrs apart. - Balcony and WIFI! 2;1552056;Maria Simone;Lisboa;Arroios;3.872.301;-913.871;Entire home/apt;68;2;75;28.08.2019;0.69;7;265;0;36052/AL
301871;Heart of Lisbon: varanda and  A/C;1552056;Maria Simone;Lisboa;Santo Antnio;3.872.286;-914.741;Entire home/apt;79;3;85;26.11.2019;0.79;7;292;6;93932/AL
303692;200yr Duplex Apartment beside garden with lake;1552056;Maria Simone;Lisboa;Arroios;3.872.187;-913.853;Entire home/apt;59;1;120;12.10.2019;Jan 21;7;213;3;36052/AL
304025;In Lisboa center - small and cozy - 4th floor;682628;Paulo Eduardo;Lisboa;Misericrdia;3.871.308;-914.514;Entire home/apt;120;2;19;24.07.2016;0.18;8;259;0;2699/AL
304902;Apartamento BAIRRO ALTO 2-2º;136230;David;Lisboa;Misericrdia;3.870.914;-914.949;Entire home/apt;60;1;118;06.02.2019;01. Aug;11;0;0;
306191;Bairro Alto Cute Apartment, Central;1574678;Tiago;Lisboa;Misericrdia;3.871.365;-914.406;Entire home/apt;65;3;413;14.03.2020;Mrz 91;1;336;16;61340/AL
307666;Confortable & contemporary - Expo;1582924;Jorge;Lisboa;Parque das Naes;387.795;-909.669;Entire home/apt;74;3;10;16.10.2018;0.11;1;303;0;722/AL
307683;Alfama,Lisbon--Window of the World;727771;Susana;Lisboa;Santa Maria Maior;3.871.143;-912.778;Entire home/apt;55;3;306;02.01.2020;Feb 63;9;327;17;84334/AL
311031;Central Alfama - Sé de Lisboa III;1599678;Patrícia;Lisboa;Santa Maria Maior;3.871.273;-912.723;Entire home/apt;90;3;0;;;3;365;0;AL 1708
311040;até 4 p Alfama - Sé de Lisboa I;1599678;Patrícia;Lisboa;Santa Maria Maior;3.871.246;-912.891;Entire home/apt;85;3;1;10.04.2017;0.02;3;349;0;AL 1587
311047;Central - Alfama - Sé de Lisboa II;1599678;Patrícia;Lisboa;Santa Maria Maior;3.871.211;-912.819;Entire home/apt;69;2;3;19.06.2016;0.04;3;347;0;AL 1627
312025;Galery Room - Quarto Galeria;700998;Iolanda;Lisboa;So Vicente;3.871.666;-911.983;Private room;40;2;0;;;1;365;0;
320603;Luxury flat with astonishing views;1416183;Fadoflats;Lisboa;Santa Maria Maior;3.871.293;-914.228;Entire home/apt;135;2;20;30.12.2019;0.26;13;77;0;7644/AL
322250;THE LEMON HOUSE 5min fromtheocean;1650383;Simona;Cascais;Cascais e Estoril;3.870.492;-939.986;Entire home/apt;100;4;118;01.09.2021;Jan 37;2;239;17;41208/2015
322284;LISBON HISTORICAL CITY CENTER APART;1650507;Jp;Lisboa;Santa Maria Maior;3.870.989;-913.637;Entire home/apt;77;3;255;21.08.2021;Feb 23;1;120;26;46752/AL
324364;Da Silva Surfcamp Areia Branca;1659960;Daniel;Lourinh;Lourinh e Atalaia;3.927.423;-931.898;Entire home/apt;600;3;6;24.08.2018;0.11;38;61;0;8651/AL
327792;Quartier Super! centre ville la beauté...;1664323;Anny;Lisboa;Arroios;3.873.479;-914.412;Private room;26;5;49;20.04.2019;0.57;4;351;0;
333311;Among Historic Neighborhoods;1695029;Gonçalo;Lisboa;So Vicente;3.871.593;-913.145;Entire home/apt;60;3;347;07.11.2019;3.00;5;69;0;3280/AL
335344;Bairro Alto Very Nice Apartment ! (90 m2);1707481;Patrícia;Lisboa;Misericrdia;3.871.244;-914.508;Entire home/apt;79;3;149;16.09.2019;Jan 36;1;339;7;30159/AL
336832;Myplace-Lisbon Alfama River View;701650;Mauro;Lisboa;So Vicente;3.871.293;-912.922;Entire home/apt;80;2;160;17.07.2021;02. Aug;10;261;19;7114/AL
344035;Quiet flat in middle Bairro Alto;1730158;Aida;Lisboa;Misericrdia;3.871.072;-914.782;Entire home/apt;66;3;44;17.06.2018;0.64;1;65;1;52334/AL
349459;S. Lourenço Street / Lisbon Center;1770472;André;Lisboa;Santa Maria Maior;3.871.418;-913.572;Entire home/apt;70;3;99;15.04.2019;01. Aug;1;227;0;19/AL
349971;BERNARDIM BEIGE IN CENTRAL LISBON;1466881;Victor;Lisboa;Santo Antnio;3.872.488;-914.507;Entire home/apt;200;3;5;01.11.2017;0.08;10;258;0;AL15252
