id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
3171436;Alfama District Apartments - S.Miguel;8853395;Beathome;Lisboa;Santa Maria Maior;3.870.889;-912.887;Entire home/apt;81;1;1;26.05.2017;0.02;10;351;0;82498/AL
3172605;ARTVILLA - MOINHO;16089363;Catarina;Cadaval;Vilar;3.919.681;-908.329;Entire home/apt;120;2;4;25.08.2021;0.06;5;358;1;RNET 4283
3172701;Lisbon duplex ❤️ best city view;15268594;Inês;Lisboa;So Vicente;3.871.944;-913.099;Entire home/apt;67;2;128;05.09.2020;Jan 52;1;0;0;61500/AL
3172852;ARTVILLA - ADEGA;16089363;Catarina;Cadaval;Vilar;3.919.671;-908.377;Private room;110;2;0;;;5;365;0;RNET 4283
3172990;ARTVILLA - PADARIA;16089363;Catarina;Cadaval;Vilar;3.919.674;-908.478;Entire home/apt;100;2;1;19.08.2018;0.02;5;365;0;RNET4283
3173799;ARTVILLA - QUARTO FOGO;16089363;Catarina;Cadaval;Vilar;3.919.713;-90.834;Private room;75;2;1;23.07.2017;0.02;5;364;0;RNET 4283
3173896;ARTVILLA - SUITE BAMBU;16089363;Catarina;Cadaval;Vilar;3.919.596;-908.318;Private room;95;2;0;;;5;359;0;RNET 4283
3175530;Charming Santos;16102810;João;Lisboa;Estrela;3.870.834;-915.609;Entire home/apt;115;1;0;;;1;341;0;
3176989;★Sao Pedro Vila★Ideal for Families★2min Walk Beach;16066446;Teresa & Francisco;Cascais;Cascais e Estoril;38.696;-937.202;Entire home/apt;185;4;27;30.10.2021;0.30;2;342;3;20642/AL
3178585;SAO PEDRO, sleeps 30;2372087;Albertino;Lisboa;Arroios;3.872.551;-91.361;Entire home/apt;493;3;105;04.12.2021;Jan 20;58;291;5;1804/AL
3180821;Confort apartmt GFl, Sintra garden and ocean view;16128941;Katia;Sintra;Colares;3.878.824;-947.625;Entire home/apt;221;5;2;21.08.2021;0.05;1;365;1;
3182472;RoofTerrace @ Academia Principe Real;2108990;Lisboa;Lisboa;Misericrdia;3.871.337;-914.895;Entire home/apt;85;1;266;11.11.2021;Feb 97;9;342;24;17693/AL
3183808;Best Location, Modern Apt - Chiado;16141542;Antonio;Lisboa;Santa Maria Maior;3.871.287;-91.424;Entire home/apt;96;2;252;08.12.2021;Feb 83;1;349;3;26470/AL
3185188;SantoSweethome 4B;10487625;Jorge;Lisboa;Misericrdia;3.870.901;-915.203;Entire home/apt;57;2;341;31.10.2021;Mrz 75;19;357;13;4256/AL
3185218;The Ocean Soul, Cascais Sensations;16148472;The Ocean Soul;Cascais;Cascais e Estoril;3.869.666;-942.216;Entire home/apt;149;3;107;14.10.2021;Jan 20;1;229;5;10746/AL
3194267;View of the Camélias House - I.B.G. HOME;16191071;Isabel;Mafra;Ericeira;3.896.394;-941.377;Entire home/apt;169;5;12;22.06.2021;0.16;4;219;1;63169/AL
3194395;Terrace of the Camélias House  - I.B.G. HOME;16191071;Isabel;Mafra;Ericeira;3.896.582;-941.378;Entire home/apt;92;5;15;25.10.2021;0.23;4;278;8;63170/AL
3195705;Atalaia, 164, 1;4344063;Luis;Lisboa;Misericrdia;3.871.371;-914.494;Entire home/apt;35;2;241;23.11.2021;Feb 67;2;331;22;29156/AL
3196604;SantoSweethome 5;10487625;Jorge;Lisboa;Misericrdia;3.870.908;-915.206;Entire home/apt;94;2;326;22.11.2021;Mrz 59;19;355;11;4255/AL
3196664;Beautyful High End House in Lisbon;15844701;Augusto;Loures;Santo Antnio dos Cavaleiros e Frielas;3.880.649;-917.323;Entire home/apt;121;1;0;;;1;365;0;
3196901;Vila with Pool and Ocean view 3;15120803;Ericeira SoulSurfers Guesthouse;Mafra;Ericeira;389.843;-941.443;Private room;43;4;19;22.09.2021;0.21;7;176;1;9273/2015AL
3198231;Heart of Lisbon's City center;16207954;Bolina;Lisboa;Estrela;3.870.713;-916.072;Entire home/apt;113;10;203;23.10.2020;Feb 26;2;0;0;552/POL/2014
3198845;Beach house - Santa Cruz;10291168;Tiago;Torres Vedras;Silveira;3.913.382;-938.128;Entire home/apt;51;2;15;07.07.2019;0.17;1;335;0;
3198962;Sunny Blue in the castle area;5588401;Ana & Mariana;Lisboa;Santa Maria Maior;3.871.444;-913.205;Entire home/apt;65;1;381;25.08.2021;Apr 20;18;222;4;6564/AL
3204196;An Amazing View 3BR+2Bath+WIFI;4450024;Helena;Lisboa;Santa Maria Maior;3.871.362;-913.446;Entire home/apt;99;4;197;04.11.2021;Feb 20;6;61;7;27750/AL
3204690;T2 Terrace heart of the city;5395272;Fabianny;Lisboa;Misericrdia;3.871.484;-915.092;Entire home/apt;66;2;91;28.08.2021;1.00;1;2;3;47975/AL
3209351;Historical centre apartment;16260490;Ana Cristina;Lisboa;Santo Antnio;3.871.674;-914.494;Entire home/apt;45;2;190;13.11.2021;Feb 13;1;263;6;34033/AL
3215570;Charming apartment in the heart of Lisbon;8206497;Gonçalo;Lisboa;Santa Maria Maior;387.148;-913.664;Entire home/apt;142;2;26;20.03.2020;0.29;2;125;0;13642/AL
3221455;DUPLEX CALCADA SAO LOURENCO SLEEPS 8;2372087;Albertino;Lisboa;Santa Maria Maior;3.871.428;-913.603;Entire home/apt;167;3;93;02.03.2020;01. Mrz;58;327;0;18812/AL
3226251;Villa Ribeira;16330903;Alvise;Mafra;Santo Isidoro;3.899.396;-939.646;Entire home/apt;498;4;22;03.11.2021;0.28;1;344;4;AL-38770
3227771;Cantinho dos Trigueiros;16241468;Jorge;Lisboa;Santa Maria Maior;3.871.403;-913.633;Entire home/apt;111;2;386;30.10.2020;Apr 27;1;301;0;50406/AL
3228234;Casa Verde 18th +17x6 Swimming pool;15782623;Hervé;Cadaval;Peral;3.926.339;-906.007;Entire home/apt;176;3;2;03.04.2017;0.02;3;362;0;
3233599;Camões I;4972896;Rita Morais;Cascais;Cascais e Estoril;3.869.804;-942.181;Entire home/apt;93;4;11;23.11.2021;0.12;37;271;4;8015/AL
3233645;Timeless studio for 2p in historical Baixa;8206497;Gonçalo;Lisboa;Santa Maria Maior;3.871.269;-913.797;Entire home/apt;111;2;6;19.04.2019;0.09;2;0;0;13642/AL
3237939;Glass Terrace @ Bairro Alto;2108990;Lisboa;Lisboa;Misericrdia;3.871.493;-914.602;Entire home/apt;75;1;318;30.11.2021;Mrz 62;9;344;31;17688/AL
3238305;Bairro Alto @ Your Feet;2108990;Lisboa;Lisboa;Misericrdia;3.871.493;-914.602;Entire home/apt;99;1;385;23.11.2021;Apr 40;9;299;41;17685/AL
3238823;nature private patio apartment bairro alto;16387416;João;Lisboa;Misericrdia;3.871.328;-914.532;Entire home/apt;43;3;216;14.07.2021;Feb 39;1;0;11;51313/AL
3239752;Terrace and views over the Tagus;16391939;Monica & João;Lisboa;Santa Maria Maior;387.121;-91.291;Entire home/apt;65;2;423;06.12.2021;Apr 71;1;196;38;6234/AL
3240014;Open space with an amazing terrace;16387053;Isabel & Anastácio;Lisboa;Penha de Frana;3.873.402;-912.995;Entire home/apt;57;3;113;07.12.2021;Jan 34;1;332;7;1301/POL/2014
3244131;Cozy Flat in Mouraria | 35m2;4332026;Sónia;Lisboa;Santa Maria Maior;3.871.577;-913.355;Entire home/apt;70;3;161;30.10.2021;Jan 78;2;252;4;29429/AL
3245956;A Villa on a Farm next to the Beach;16420149;Mara;Lourinh;Ribamar;3.921.581;-934.339;Entire home/apt;80;7;36;04.11.2021;0.40;3;307;5;
3247298;Cottage on a farm near the beach;16420149;Mara;Lourinh;Ribamar;3.921.593;-93.416;Entire home/apt;60;7;18;27.10.2021;0.27;3;316;7;
3249566;Mariá Apartment.;16436512;Evandro;Mafra;Ericeira;3.895.687;-940.626;Entire home/apt;60;4;7;22.03.2017;0.08;1;342;0;54491/AL
3249633;Doube Room with patio &Private Bath;16107924;Victoria;Lisboa;Campolide;3.872.484;-916.329;Private room;45;1;155;21.10.2021;Jan 71;2;277;2;
3253223;Cozy River View Alfama Apartment;118241230;Antonio;Lisboa;Santa Maria Maior;3.871.112;-913.107;Entire home/apt;53;1;484;22.11.2021;Mai 31;18;343;45;19713/AL
3254371;Portas Sol I -incredible river view, in Alfama;2396258;Fatima, Paula And Eduardo;Lisboa;Santa Maria Maior;38.712.002;-912.954;Entire home/apt;229;2;132;06.12.2021;Jan 51;15;322;10;13702/AL
3255606;Superior Double Room in Eugaria Country House;16464609;Eugaria;Sintra;Colares;3.879.606;-942.973;Private room;98;2;2;07.09.2015;0.02;4;253;0;9680/SM
3255608;Romantic Suite in a Country House;16464609;Eugaria;Sintra;Colares;3.879.554;-943.092;Private room;110;1;6;23.09.2021;0.07;4;253;1;9680/SM
3255610;Double Room in Eugaria Country House;16464609;Eugaria;Sintra;Colares;3.879.671;-943.184;Private room;105;2;2;07.09.2015;0.02;4;252;0;9680/SM
3257493;Castro Beach House Suíte 1;5579298;Álvaro;Sintra;Colares;3.882.783;-946.725;Private room;45;3;35;30.07.2021;0.43;7;343;3;SM 43012/2014
3261360;Surf retreat villa near Ericeira;16492725;Sandra;Mafra;Mafra;3.893.961;-93.746;Entire home/apt;70;5;8;28.08.2021;0.09;1;362;2;
3262787;★ ★ ★ ★ ★ Luxury Lisbon Apartment. With Air Con.;16499483;Carlos;Lisboa;Lumiar;3.877.491;-915.292;Entire home/apt;62;1;77;08.11.2021;0.85;1;263;8;92368/AL
3264999;Casa do Castelo I;16511001;Casa Do Castelo;Cascais;Cascais e Estoril;3.869.647;-94.208;Entire home/apt;71;7;10;29.02.2020;0.16;1;0;0;34081/AL
3267159;Lux Dinastia Apartament;16521620;Miguel;Lisboa;Campo de Ourique;3.872.181;-915.722;Entire home/apt;158;1;87;19.09.2021;01. Mrz;6;342;3;
3271398;Casa do Castelo II;16541140;Casa Do Castelo;Cascais;Cascais e Estoril;3.869.636;-942.068;Entire home/apt;177;7;19;09.08.2020;0.21;2;0;0;34082/AL
3271589;Castro Beach House Quarto 2;5579298;Álvaro;Sintra;Colares;3.882.783;-946.721;Private room;40;3;32;23.09.2021;0.37;7;343;8;SM 43012/2014
3271770;Castro Beach House Quarto 3;5579298;Álvaro;Sintra;Colares;3.882.786;-946.738;Private room;40;3;14;23.09.2021;0.16;7;343;1;SM 43012/2014
3271780;Casa do Castelo III;16542980;Casa Do Castelo;Cascais;Cascais e Estoril;3.869.528;-942.042;Entire home/apt;139;7;17;30.09.2019;0.19;1;0;0;34083/AL
3271885;Castro Beach House Suíte 4;5579298;Álvaro;Sintra;Colares;3.882.783;-946.733;Private room;45;3;49;21.07.2021;0.55;7;343;2;SM 43012/2014
3283054;Casa Do Teatro 1 Bedroom Modern Apartment;16592141;Casa Do Teatro;Cascais;Cascais e Estoril;3.869.662;-942.113;Entire home/apt;115;3;16;08.09.2019;0.21;1;0;0;
3291810;Alma d'Alfama com vista soberba - Safely clean;16612374;Ana E Ricardo;Lisboa;Santa Maria Maior;3.871.161;-912.595;Entire home/apt;60;3;364;21.11.2021;04. Apr;2;225;29;30918/AL
3295265;Cozy apartment;13485959;Welwitschia;Cascais;Carcavelos e Parede;3.869.635;-936.209;Entire home/apt;85;5;1;27.12.2019;0.04;1;177;0;Exempt
3296978;Stunning Sea View Rooftop apart for 8 Sintra Coast;3321222;Marilia;Sintra;Colares;3.882.635;-946.982;Entire home/apt;212;4;75;28.11.2021;0.84;3;222;12;
3297998;Stunning Villa 'Duas Vistas';16659152;Helga;Mafra;Mafra;3.894.629;-937.848;Entire home/apt;179;7;28;09.09.2021;0.31;1;187;3;40452/AL
3298450;CHIADO - View Apartment;5828265;Mafalda;Lisboa;Santa Maria Maior;387.087;-914.177;Entire home/apt;55;2;237;08.03.2020;Feb 67;2;0;0;
3300142;APARTAMENTO EM CASCAIS;5847348;Isabel Maria;Cascais;Cascais e Estoril;3.870.427;-943.232;Entire home/apt;95;3;9;24.10.2021;0.10;9;365;1;
3311704;Fabulous Villa with private Pool in central Lisbon;9642057;ALice;Lisboa;Alvalade;3.875.321;-913.342;Entire home/apt;500;4;24;09.08.2021;0.27;1;0;1;44563/AL
3316998;S. Pedro Sintra cosy house;16747159;Patricia;Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;3.879.214;-937.521;Entire home/apt;40;2;432;23.11.2021;Apr 80;1;255;29;
3320645;NICE & QUIET BACKSIDE METRO 50m Full center Lisbon;7564916;Stefan;Lisboa;Avenidas Novas;3.873.046;-915.036;Private room;25;7;4;29.10.2020;0.04;85;0;0;
3321789;APART LISBOA POOL-METRO;4840286;Sergio;Lisboa;Lumiar;3.876.633;-915.489;Entire home/apt;86;4;5;29.06.2021;0.06;5;164;1;
3323047;"Cascais in ""Pink""";16088131;Sonia;Cascais;Cascais e Estoril;387.076;-942.982;Entire home/apt;40;3;69;25.10.2021;0.76;2;169;8;548807
3329105;Alfama Chic 2;6748692;Estelle;Lisboa;Santa Maria Maior;3.871.004;-913.515;Entire home/apt;189;4;105;14.11.2021;Jan 17;5;315;15;7390/AL
3330862;Spectacular ocean views - 5 min walk to beach;9164225;Andrea;Mafra;Ericeira;3.896.565;-941.737;Entire home/apt;117;7;0;;;2;294;0;
3332545;My Lovely Loft @ Historic Lisboa, Family friendly;16824188;William;Lisboa;Santa Maria Maior;3.871.344;-913.491;Entire home/apt;43;2;135;13.11.2021;Jan 50;2;83;8;
3342287;Downtown Room with french balcony;16869217;Elquisson And Julia;Lisboa;Santa Maria Maior;3.871.042;-913.574;Private room;24;2;382;29.11.2021;Apr 22;9;356;1;40034/AL
3342967;Santos Design District With Garden;16207954;Bolina;Lisboa;Estrela;3.870.678;-915.961;Entire home/apt;98;2;76;08.12.2019;0.85;2;0;0;552/POL/2014
3345866;Lisbon Downtown Room;16869217;Elquisson And Julia;Lisboa;Santa Maria Maior;3.871.042;-913.574;Private room;27;2;379;27.11.2021;Apr 93;9;329;22;41522/AL
3353143;Casa di Savoia;2968747;Maria Jivile;Cascais;Cascais e Estoril;3.870.817;-940.518;Entire home/apt;45;1;163;05.09.2021;Jan 80;1;191;6;9581/AL
3358437;Apartment in a spacious Flat;16493351;Sofia;Lisboa;So Domingos de Benfica;387.557;-917.882;Entire home/apt;70;3;98;01.12.2021;01. Sep;2;355;5;28760 AL
3361664;Lisbon Downtown Apartment 9;15191207;Fábio;Lisboa;Avenidas Novas;3.873.861;-914.431;Entire home/apt;47;1;84;12.03.2020;0.94;13;0;0;23805/AL
3362044;quarto para alugar lisboa;16961408;Cristiana;Odivelas;Odivelas;3.878.831;-918.992;Private room;103;1;0;;;1;365;0;
3367568;West Coast Surf Hostel;7313400;José;Lourinh;Lourinh e Atalaia;3.926.582;-932.984;Private room;50;2;9;27.07.2019;0.10;10;364;0;
3368932;Luminoso apartamento  Bairro Alto;7247574;Catarina;Lisboa;Misericrdia;387.112;-914.347;Entire home/apt;200;3;31;27.08.2021;0.34;2;0;2;26276/AL
3376134;Chiado Apartments with Balcony 4A;1282676;Paulo;Lisboa;Santa Maria Maior;3.871.095;-914.019;Entire home/apt;135;3;13;18.11.2021;0.14;9;229;1;15230/AL
3376327;Chiado Apartments with Balcony 4B;1282676;Paulo;Lisboa;Santa Maria Maior;3.871.235;-914.037;Entire home/apt;90;30;2;06.01.2019;0.02;9;88;0;8516/AL
3376438;Chiado Apartments with River Views;1282676;Paulo;Lisboa;Santa Maria Maior;3.871.213;-913.965;Entire home/apt;99;3;0;;;9;277;0;8588/AL
3379202;Jardim de Ourique em Lisboa;17047228;Ana Maria;Lisboa;Campo de Ourique;3.871.359;-916.551;Entire home/apt;45;3;83;30.11.2021;0.92;1;212;4;29036/AL
3379203;Relax in Flowers Garden Apartment;3753184;Isabel;Lisboa;Misericrdia;3.871.382;-915.158;Entire home/apt;65;3;422;31.12.2020;Apr 67;11;5;1;84944/AL
3394450;Apartment  in downtown of Lisbon;17125036;Rita & Helder;Lisboa;Santa Maria Maior;3.871.555;-913.983;Entire home/apt;60;2;334;17.11.2021;Mrz 71;6;327;20;23706/AL
3398794;Apartment in the heart of Lisbon;17125036;Rita & Helder;Lisboa;Santa Maria Maior;3.871.553;-913.982;Entire home/apt;57;2;324;20.11.2021;Mrz 62;6;306;29;23705/AL
3399810;Chiado Apartments Trindade 2B;1282676;Paulo;Lisboa;Santa Maria Maior;3.871.213;-914.264;Entire home/apt;95;3;7;06.12.2021;0.09;9;287;1;13590/AL
3399978;Chiado Apartments City Views B;1282676;Paulo;Lisboa;Santa Maria Maior;3.871.095;-914.024;Entire home/apt;81;3;3;09.08.2018;0.03;9;228;0;10199/AL e 15148/AL
3400176;Chiado Apartments Camões Duplex 5E;1282676;Paulo;Lisboa;Santa Maria Maior;387.112;-91.428;Entire home/apt;131;3;2;21.07.2015;0.03;9;284;0;8493/AL
3402427;Bairro Loft;16047936;Ana;Lisboa;Misericrdia;3.871.222;-9.147;Entire home/apt;115;3;65;31.03.2018;0.73;1;0;0;
3402592;"Chiado ""Loft"" 5 ""THE STUDIO""";4043364;Pedro;Lisboa;Misericrdia;3.871.133;-914.586;Entire home/apt;86;2;493;05.12.2021;Mai 46;23;191;35;3340/AL
3407634;BACKSIDE PRIVATE STUDENT ROOM W. ACCESS TO VERANDA;7564916;Stefan;Lisboa;Avenidas Novas;3.873.188;-915.078;Private room;25;3;9;18.09.2021;0.14;85;0;4;
3417820;Vila with Pool and Ocean view 4;15120803;Ericeira SoulSurfers Guesthouse;Mafra;Ericeira;3.898.361;-941.496;Entire home/apt;51;4;43;26.11.2021;0.48;7;232;8;9273/2015AL
3419727;Flea Market 1 room Cozy Apartment;17239424;Afonso;Lisboa;So Vicente;3.871.572;-912.659;Entire home/apt;55;2;27;23.11.2019;0.33;2;316;0;43667/AL
3421077;The Maverick - Deluxe Family Suite;17235600;The Maverick Surfvillas;Lourinh;Lourinh e Atalaia;392.684;-928.299;Hotel room;60;1;2;22.08.2019;0.03;11;300;0;8861-2755-7645
3424174;Castelo Cosy Apartment;17259840;Krunal & Anita;Lisboa;Santa Maria Maior;3.871.533;-913.318;Entire home/apt;80;2;140;10.08.2020;Jan 57;1;154;0;5934/AL
3427927;Villa Peralta;17279060;Tom;Lourinh;Lourinh e Atalaia;39.251;-933.761;Entire home/apt;170;6;0;;;2;0;0;
3429374;Apartment in the center of Lisbon;17125036;Rita & Helder;Lisboa;Santa Maria Maior;387.159;-914.017;Entire home/apt;54;2;286;24.11.2021;Mrz 17;6;325;27;23704/AL
3430332;Gulbenkian & El Corte Inglés @ Av Ressano Garcia;14743255;Carlota;Lisboa;Avenidas Novas;3.873.503;-91.571;Entire home/apt;70;3;40;10.02.2020;0.44;2;0;0;4288/AL
3432318;Room close the airport for 4 people;12539741;Jose;Lisboa;Marvila;3.875.733;-912.227;Private room;24;1;41;04.11.2018;0.47;3;343;0;
3433287;Quinta da Várzea - Colares, Sintra;17302854;Quinta Da Varzea;Sintra;Colares;3.880.314;-944.875;Entire home/apt;138;3;22;01.08.2020;0.25;1;72;0;9916/AL
3437290;Cozy flat for 3 in Mouraria, in Fado district;13828984;Miguel;Lisboa;Santa Maria Maior;387.158;-913.418;Entire home/apt;39;2;294;12.03.2020;Mrz 26;6;2;0;49623/AL
3438111;Oeste Summer House with Terrace;3953109;Feels Like Home;Lourinh;Lourinh e Atalaia;392.418;-931.325;Entire home/apt;148;4;7;16.08.2021;0.09;281;62;2;12047/AL
3438509;Aldeia da Mata Pequena (2 persons);17328931;Diogo & Ana;Mafra;Igreja Nova e Cheleiros;3.889.523;-932.108;Entire home/apt;60;2;31;07.12.2021;0.48;4;354;18;35770/AL
3447937;Great Duplex Apartment in Alfama w/ Aircon;5691663;Alexandra, Pedro;Lisboa;Santa Maria Maior;3.870.997;-913.018;Entire home/apt;63;2;180;27.11.2021;2.00;65;319;19;11383/AL
3457339;Mouraria Castle view;17423291;Lala;Lisboa;Santa Maria Maior;3.871.555;-913.217;Entire home/apt;40;3;96;28.09.2021;01. Jul;3;218;7;60733/AL
3464834;Exclusive 1bed flat in Lisboa heart! Great WI-FI;17457001;Joana;Lisboa;Santo Antnio;3.872.828;-914.515;Entire home/apt;112;2;72;28.11.2021;Jan 60;42;280;13;67175/AL
3467529;Sunrise House perto da Praia São Julião;17470356;Rui;Sintra;So Joo das Lampas e Terrugem;3.892.385;-941.742;Entire home/apt;69;3;14;31.10.2021;0.22;2;358;7;54035/AL
3467573;Sunset House in São Julião;17470356;Rui;Sintra;So Joo das Lampas e Terrugem;3.892.535;-941.605;Entire home/apt;80;5;10;17.10.2021;0.13;2;313;7;54035/AL
3469919;Casa das Hortenses;17483516;Paula;Mafra;Mafra;3.896.878;-936.769;Entire home/apt;50;2;73;03.10.2021;0.82;4;290;15;4793/AL
3478748;"Bairro Alto - ""Old is the new gold""";17520413;Rodrigo;Lisboa;Misericrdia;3.871.374;-914.392;Entire home/apt;59;3;136;22.11.2021;02. Mai;2;0;9;49388/AL
3478760;Bairro Alto - ZenSpirit w/ Terrace;17520413;Rodrigo;Lisboa;Misericrdia;3.871.312;-914.384;Entire home/apt;150;4;145;03.01.2020;Jan 62;2;342;0;9632/AL
3489285;Graça Garden;1277011;Susana;Lisboa;So Vicente;3.871.848;-912.785;Entire home/apt;70;3;33;23.08.2019;0.37;2;359;0;29364/AL
3493066;Alfama: Tejo river at sight;17423364;Bernardino & Rui;Lisboa;Santa Maria Maior;387.099;-912.894;Entire home/apt;39;2;316;25.11.2021;Mrz 51;4;354;22;37193/AL
3493819;Luxury Apartment with Amazing River View - Alfama;8298637;Courtesy;Lisboa;Santa Maria Maior;3.871.219;-913.331;Entire home/apt;105;2;282;22.11.2021;Mrz 15;3;184;45;14605/AL
3495167;Casa de campo de encanto;5713513;Anna;Azambuja;Aveiras de Baixo;3.910.918;-886.285;Entire home/apt;450;1;0;;;1;365;0;
3495308;"Casas da Biquinha - ""Chalet"" apartm";10379875;Maria;Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;3.879.621;-93.923;Entire home/apt;65;1;62;25.11.2021;0.73;16;288;12;272-AL
3502713;Delve into Lisbon from Sunny and Cheerful Apartment;12558565;Sandra E Joao;Lisboa;Misericrdia;3.870.874;-915.103;Entire home/apt;48;4;330;24.11.2021;Mrz 66;4;222;14;1422/AL
3502809;Small romantic flat;17423364;Bernardino & Rui;Lisboa;Santa Maria Maior;3.871.034;-912.974;Entire home/apt;37;3;276;24.11.2021;03. Jun;4;364;18;28314/AL
3503004;Lisbon Cool Duplex near Bairro Alto;3606199;Filipa;Lisboa;Estrela;3.871.396;-915.419;Entire home/apt;52;2;311;12.11.2021;Mrz 48;2;328;26;51060/AL
3503457;💙★PALÁCIO SANT'ANNA★ Historic Palace Lisboa🎯 1;17638903;Maria De Jesus;Lisboa;Arroios;3.871.924;-91.386;Private room;57;1;26;10.11.2021;0.35;47;348;5;45541/AL
3503536;Cozy flat with a marvelous view;17423364;Bernardino & Rui;Lisboa;Santa Maria Maior;3.870.984;-912.939;Entire home/apt;44;3;356;22.11.2021;Mrz 94;4;358;20;28312/AL
3503751;Small white studio;17423364;Bernardino & Rui;Lisboa;Santa Maria Maior;3.871.054;-913.099;Entire home/apt;44;6;304;08.11.2021;Mrz 37;4;362;7;29493/AL
3504033;Apartamento Namastê T5Lisboa c/aquecimento central;17641523;Sónia;Lisboa;Penha de Frana;3.873.417;-912.847;Entire home/apt;180;1;73;12.01.2020;0.89;2;333;0;
3504748;Enjoy Mouraria Apartment 2684/AL;5364923;Lokitmind-Unipessoal Lda;Lisboa;Santa Maria Maior;3.871.597;-913.317;Entire home/apt;61;3;10;05.11.2021;0.12;5;359;3;2684/AL
3508177;Lisbon Cool View near Bairro Alto;3606199;Filipa;Lisboa;Estrela;3.871.401;-915.541;Entire home/apt;43;2;252;01.12.2021;Feb 83;2;309;14;51052/AL
3517105;Valentino House;17708823;Teresa;Cascais;Cascais e Estoril;3.869.604;-942.209;Entire home/apt;286;6;26;20.10.2021;0.32;1;20;2;7160/Al
3518763;Casa Azul - Blue House;17715573;M&R;Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;3.869.176;-932.176;Entire home/apt;100;2;83;04.11.2021;0.93;1;309;13;56102/AL
3524164;Chiado/ Carmo | Center |Magical light| clean&safe;2463614;Catarina & Filipe;Lisboa;Santa Maria Maior;3.871.212;-914.123;Entire home/apt;40;3;45;30.08.2021;0.50;5;130;6;32566/AL
3525058;♛OLYMPO♛ Rooftop Artist Residence Room B;11470182;Tin;Lisboa;Estrela;3.871.001;-916.115;Private room;56;1;437;25.02.2020;Apr 86;5;58;0;27754/AL
3525594;Casa de Madeira;14057595;Noel;Sintra;Colares;3.880.752;-944.527;Entire home/apt;45;2;129;01.11.2021;Jan 44;1;170;22;
3527561;★ Historic House City Center ★ Sant'Anna Palace 19;17638903;Maria De Jesus;Lisboa;Arroios;3.871.729;-913.995;Private room;63;1;23;21.11.2021;0.28;47;312;7;45578/AL
3529970;Friendly and cosy apartment in Lisbon;17770888;Sara;Lisboa;Benfica;3.875.574;-919.606;Private room;66;1;10;10.09.2017;0.12;1;342;0;
3531188;Chiado-Nice view & perfect location;17777000;City;Lisboa;Santa Maria Maior;3.871.271;-914.173;Entire home/apt;85;3;237;06.07.2021;Feb 63;7;189;1;20827/AL
3531216;New  Ocean Front Apartment;6426862;Assunção;Cascais;Cascais e Estoril;3.869.707;-94.395;Entire home/apt;82;4;14;09.10.2021;0.16;7;0;2;
3532999;Attic Room;19796133;Rui;Lisboa;Arroios;3.872.875;-914.258;Private room;38;4;66;23.08.2019;0.75;1;0;0;
3538782;"LoveLisbon ""City Center with charm""";9816110;Sueko & Mafalda;Lisboa;Avenidas Novas;38.733;-914.937;Entire home/apt;35;1;213;15.11.2021;Feb 36;6;337;8;86137/AL
3541881;Traditional Lisbon & multicultural;17829428;Margarida;Lisboa;Santa Maria Maior;3.871.631;-91.338;Entire home/apt;55;2;251;23.08.2021;Feb 82;1;6;1;56099/AL
3548564;Apartment in Lisbon;17125036;Rita & Helder;Lisboa;Santa Maria Maior;3.871.591;-914.017;Entire home/apt;56;2;337;23.11.2021;Mrz 77;6;335;21;23701/AL
3548865;Lively Bairro Alto;3250665;The Blue House;Lisboa;Misericrdia;387.121;-914.534;Entire home/apt;51;2;206;06.09.2021;Feb 33;12;57;5;85968/AL
3549821;A Lush Retreat with Art & History at the Center;17868474;Diogo;Lisboa;Santo Antnio;3.871.737;-915.243;Entire home/apt;150;3;2;01.02.2021;0.07;1;327;1;
3557212;3BD Vila with swimming pool in secluded resort;5175791;Gabriella;Cascais;Cascais e Estoril;3.870.676;-945.236;Entire home/apt;205;5;3;22.06.2019;0.03;3;0;0;
3560065;Cozy Apartament in center;17921054;Inês;Lisboa;Arroios;3.872.402;-914.062;Entire home/apt;186;3;38;25.10.2021;0.43;1;346;1;2416/AL
3567606;Central City Terrace Apartment;1552056;Maria Simone;Lisboa;Arroios;3.872.726;-913.167;Entire home/apt;59;3;83;10.11.2021;Jan 43;7;251;9;
3570423;GreatStay Fanqueiros Guest House 3 Room 204;862470;Great Stay;Lisboa;Santa Maria Maior;3.871.135;-913.616;Private room;27;1;46;25.06.2019;0.51;12;0;0;22927/AL
3570694;GreatStay Fanqueiros Guest House 3 Room 205;862470;Great Stay;Lisboa;Santa Maria Maior;3.871.135;-913.616;Private room;29;1;68;12.03.2020;0.76;12;0;0;22927/AL
3576722;Bica's Flat  (Bairro alto);5933531;Diogo&Carlota;Lisboa;Misericrdia;3.871.073;-91.457;Entire home/apt;34;3;241;12.03.2020;Feb 70;1;0;0;63431/AL
