id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
6499;Belém 1 Bedroom Historical Apartment;14455;Bruno;Lisboa;Belm;386.975;-919.768;Entire home/apt;40;3;32;01.11.2021;0.36;1;315;6;
25659;Heart of Alfama Lisbon Center - Cœur de l'Alfama;107347;Ellie;Lisboa;Santa Maria Maior;3.871.241;-912.706;Entire home/apt;50;2;127;27.11.2021;Jan 37;1;325;14;56539/AL.
29248;Apartamento Alfama com vista para o rio!;125768;Bárbara;Lisboa;Santa Maria Maior;3.871.082;-912.719;Entire home/apt;60;5;337;03.12.2021;Feb 53;1;190;13;23535/AL
29396;Alfama Hill - Boutique apartment;126415;Mónica;Lisboa;Santa Maria Maior;3.871.156;-912.987;Entire home/apt;60;2;299;03.12.2021;Feb 57;1;302;40;28737/AL
29720;TheHOUSE - Your luxury home;128075;Francisco;Lisboa;Estrela;3.871.108;-915.979;Entire home/apt;957;2;64;14.11.2021;0.48;2;248;9;55695/AL
29915;Modern and Cool Apartment in Lisboa;128890;Sara;Lisboa;Avenidas Novas;3.874.571;-915.264;Entire home/apt;50;5;46;20.10.2021;0.33;1;228;8;85851/AL.
33348;Happy Season;144484;Bruno;Lisboa;Lumiar;3.876.427;-915.301;Private room;40;1;2;22.07.2011;0.02;2;0;0;
40817;Chiado, Alecrim walk to Riverfront;176410;S.;Lisboa;Misericrdia;3.870.903;-914.313;Entire home/apt;122;1;363;18.10.2020;Feb 73;6;0;0;50054/AL
42519;Nice Apart.BAIRRO ALTO (ADAMASTOR) 6-1º;136230;David;Lisboa;Misericrdia;3.871.062;-9.149;Entire home/apt;50;1;120;27.08.2021;0.97;8;161;6;81551/AL
48025;Apartment for renting  in Lisbon;218778;José;Lisboa;Misericrdia;3.871.195;-914.463;Entire home/apt;65;5;18;10.09.2020;0.14;6;261;0;66950/AL
48058;Small House Downtown Cascais;218990;Pim;Cascais;Cascais e Estoril;386.965;-942.571;Entire home/apt;80;5;33;23.07.2020;0.41;1;246;0;55201 Alojamento Local para Turistas
48854;Comfortable 4BR in historical villa, near market;222551;Dagmar;Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;388.038;-93.797;Entire home/apt;250;5;45;23.12.2020;0.59;1;0;1;7884/AL
49673;Cottage Countryside / Beaches Golf;225364;Mercês;Alenquer;Alenquer (Santo Estvo e Triana);3.905.965;-904.733;Entire home/apt;230;7;6;22.08.2020;0.09;1;358;0;
50108;Duplex do Pipas;229376;Pipas;Lisboa;Estrela;3.870.388;-916.546;Entire home/apt;75;2;37;05.11.2019;0.30;2;0;0;3725/AL
52298;rooms free in lisbon;241711;Paulo;Lisboa;Misericrdia;3.871.247;-915.119;Entire home/apt;310;1;0;;;1;365;0;
56906;Lisbon Balcony Penthouse 15th Floor;270457;Antonio;Lisboa;So Vicente;3.871.851;-912.439;Entire home/apt;47;3;150;06.12.2021;Jan 13;7;345;7;22122/AL
83700;Studio Cascais- Panoramic sea view;456477;Claudio;Cascais;Cascais e Estoril;3.870.018;-943.272;Entire home/apt;49;3;166;09.11.2021;Jan 28;1;297;18;2729/AL
83933;Charming flat with terrace in Graça;335614;Sebastien;Lisboa;So Vicente;38.719.852;-9.129.011;Entire home/apt;57;2;220;26.11.2021;Jan 75;2;162;8;60551/AL
84599;LV Premier Baixa PR- Elevator, Balcony, AC, View;181902;Jose Luz;Lisboa;Santa Maria Maior;387.106;-913.689;Entire home/apt;137;1;74;17.11.2021;0.64;18;333;4;8954/AL
89015;GREAT LUXURY HOUSE IN THE CENTER;485573;Justo;Lisboa;Misericrdia;3.871.299;-915.004;Entire home/apt;95;3;28;04.01.2019;0.22;1;252;0;88834/AL
93829;Studio near to S Jorge Castle;183877;Cristina;Lisboa;So Vicente;3.871.722;-913.019;Entire home/apt;51;1;59;09.06.2019;0.64;1;222;0;Exempt
95212;BIG 3 BD CHARM&LIGHT PERFECT SPOT #green street;502806;Kathia;Lisboa;Misericrdia;3.870.901;-915.158;Entire home/apt;80;3;76;20.10.2021;0.66;1;141;2;
97503;Lovely equipped flat in city centre;515924;Joel;Lisboa;Santo Antnio;3.872.129;-91.422;Private room;22;20;43;31.08.2021;0.34;9;105;1;
103252;BALCONY · Vila Berta;538753;André & Cristina;Lisboa;So Vicente;3.871.825;-912.902;Entire home/apt;60;2;73;04.12.2021;01. Nov;7;0;15;89565/AL
107159;Noite a bordo  barco Yatch Astinor;554343;José;Lisboa;Estrela;3.870.065;-917.491;Private room;360;1;0;;;1;365;0;
112497;Ocean View from The Sunny Flat;574017;Mateus;Cascais;Cascais e Estoril;3.869.922;-944.053;Entire home/apt;99;4;11;07.09.2019;0.09;1;164;0;
119120;Lapa 2Bdr with City and River Views;387186;Nuno;Lisboa;Estrela;3.870.927;-916.122;Entire home/apt;68;3;249;18.11.2021;Jan 98;6;38;14;6820/AL
122572;A confortable room in a nice place;614156;Isabel;Lisboa;So Domingos de Benfica;3.875.643;-9.177;Private room;62;1;0;;;1;0;0;
125578;Lisbon Downtown, Historical center;624049;Sandra;Lisboa;Santa Maria Maior;3.871.341;-913.519;Entire home/apt;59;3;215;30.11.2021;Jan 73;1;284;22;
125835;Rent quarter;624965;Vanessa;Vila Franca De Xira;Vila Franca de Xira;3.895.722;-900.264;Private room;50;1;0;;;1;365;0;
125848;Historical Alfama-Pantheon Charming 1 bed flat;624278;Isabelle & Cesar;Lisboa;So Vicente;3.871.478;-91.241;Entire home/apt;69;3;143;30.09.2019;Jan 22;4;282;0;82014/AL
126646;"Room and balcony in house, overlooking the ""Tagus""";628095;Filipe;Lisboa;Penha de Frana;3.872.983;-913.183;Private room;26;1;292;22.11.2021;Mrz 27;3;87;36;Exempt
129786;House in Bairro Alto;626177;Maria Do Carmo;Lisboa;Misericrdia;3.870.853;-914.613;Entire home/apt;103;2;3;30.08.2011;0.02;1;0;0;
130708;Private Room in City Center;643374;Jesse James;Lisboa;Arroios;3.871.806;-913.738;Private room;28;3;193;30.11.2021;Jan 53;2;347;12;
130799;DAHOUSE SPORTS BEACH COLIVING & COWORKING RESIDENC;643762;Dahouse;Cascais;Carcavelos e Parede;3.868.647;-932.989;Private room;66;6;15;25.08.2015;0.13;2;362;0;
133645;A pleasure in Lisbon;656138;Juan;Lisboa;Santa Maria Maior;3.871.091;-913.251;Entire home/apt;49;2;286;06.12.2021;Feb 28;2;356;27;AL/6125
134438;The Oasis   Beautiful outside terrace and garden!;659768;Matt;Lisboa;So Vicente;3.871.841;-91.233;Entire home/apt;50;2;199;09.11.2020;Jan 59;2;320;0;60792/AL
134624;Sea views - 270 degrees;660500;Nuno;Mafra;Ericeira;3.898.554;-941.597;Entire home/apt;80;3;1;25.09.2011;0.01;1;365;0;
135261;Lisbon City Center 2 Bedroom Apt;663233;Leo;Lisboa;Misericrdia;3.871.298;-914.541;Entire home/apt;50;7;232;22.10.2021;Jan 83;1;256;2;20021/AL
136433;Near Sintra. Near Lisbon.;667914;Pe;Sintra;Algueiro-Mem Martins;3.880.698;-934.995;Private room;40;1;0;;;1;365;0;
137054;A pleasure in Lisbon 2;656138;Juan;Lisboa;Santa Maria Maior;3.871.236;-913.129;Entire home/apt;50;2;217;08.12.2021;Jan 76;2;357;30;AL/6167
137461;Atalaia apartment;218778;José;Lisboa;Misericrdia;3.871.413;-914.425;Entire home/apt;65;7;2;05.09.2012;0.02;6;364;0;
138542;Dear Home ★ In the Heart of Lisbon;676330;Margarida;Lisboa;Santo Antnio;3.871.821;-915.398;Entire home/apt;69;4;1;06.11.2021;0.88;6;49;1;
138929;Regueira street Apartm 88 4floor Alfama - 28599/AL;677938;Diogo And Maria;Lisboa;Santa Maria Maior;3.871.231;-912.918;Entire home/apt;40;2;378;06.12.2021;Feb 98;1;294;57;28599/AL
138999;Apt Cathedral with River View;678222;Helena;Lisboa;Santa Maria Maior;3.871.064;-913.278;Entire home/apt;90;4;110;04.10.2021;0.88;1;0;3;23108 - AL
140080;Apartments in Lisbon city center 1º;682628;Paulo Eduardo;Lisboa;Misericrdia;3.871.308;-914.514;Entire home/apt;132;2;29;26.08.2021;0.24;8;283;1;2691/AL
141883;Gomes Freire Studio with Balcony;688914;Luis;Cascais;Cascais e Estoril;386.961;-942.215;Entire home/apt;63;2;33;15.11.2021;0.29;35;324;3;10955/AL
144396;Casa dos Sobreiros;699865;Fernando;Mafra;Venda do Pinheiro e Santo Estvo das Gals;3.887.536;-92.401;Private room;45;1;0;;;1;365;0;
144851;Myplace-Lisbon Bairro Alto apart;701650;Mauro;Lisboa;Misericrdia;3.871.261;-914.456;Entire home/apt;90;2;89;28.11.2021;0.71;10;235;12;10977/AL
144955;Apartment near Avenida da Liberdade;702053;Carlos;Lisboa;Arroios;3.872.165;-914.079;Entire home/apt;48;3;16;04.10.2021;0.68;1;182;10;
147738;Casa Castelo de S. Jorge;713828;Ana Paula;Lisboa;So Vicente;387.155;-913.203;Entire home/apt;143;2;14;17.03.2020;0.21;2;192;0;45152/AL
148344;Casa do Celeiro (architect/artist house);716185;Mary;Sintra;Colares;3.878.808;-945.999;Entire home/apt;130;5;42;13.09.2021;0.37;1;288;5;34367
149274;Sunny 1BR - Av. D. Carlos I, Lisbon;676330;Margarida;Lisboa;Misericrdia;3.870.996;-915.206;Entire home/apt;60;3;113;11.03.2020;0.98;6;0;0;
149589;Refuge at the Heart of the Castle!;721565;Ana;Lisboa;Santa Maria Maior;3.871.331;-913.314;Entire home/apt;64;1;151;23.11.2021;Jan 25;3;241;25;31903/AL
151327;Air conditioning - Very Central -  'Cats House';727771;Susana;Lisboa;Santa Maria Maior;3.871.227;-912.942;Entire home/apt;55;3;424;29.11.2021;Mrz 35;9;12;35;84821/AL
151909;FADO/SAUDADE LargeRoom/priv.WC for 2 Sintra area;731092;Teresa;Sintra;Rio de Mouro;3.875.831;-934.034;Private room;45;2;3;21.08.2019;0.05;4;365;0;48800/AL
154968;Tranquility in Principe Real.;739283;Andre;Lisboa;Misericrdia;3.871.232;-914.931;Entire home/apt;58;2;43;26.09.2019;0.34;1;0;0;
155865;Great apartment in Lisbon!;749485;Ricardo;Lisboa;Alcntara;3.870.546;-917.579;Entire home/apt;65;2;148;18.10.2021;Jan 17;1;359;8;Registration Number: 12807/AL
158255;Charming Apartment in Lisbon;743285;Antonio;Lisboa;Estrela;3.870.994;-915.442;Entire home/apt;250;31;2;28.12.2015;0.02;1;357;0;14081960/AL
161476;Between the Castle & the Tejo;772370;Gerald Christopher;Lisboa;Santa Maria Maior;3.871.358;-913.454;Private room;31;2;165;26.11.2021;Jan 32;1;43;24;
166114;Casa do Duque, no Centro Chiado;791812;Mário;Lisboa;Santa Maria Maior;3.871.415;-914.053;Entire home/apt;57;4;192;07.02.2020;Jan 66;1;327;0;
172248;Double room near airport + free Parking;507901;Ana E Lucien;Lisboa;Alvalade;3.874.736;-913.191;Private room;30;5;46;06.09.2021;0.37;7;343;2;61861/AL
172638;Duplex at old typical Lisbon - Alfama;823780;André;Lisboa;Santa Maria Maior;3.871.043;-913.087;Entire home/apt;79;2;409;23.11.2021;Mrz 24;2;253;21;59682/AL
174064;Spacious Lisbon Apartment-Central;830888;João;Lisboa;Misericrdia;3.871.421;-915.085;Entire home/apt;77;4;141;25.11.2018;01. Dez;1;0;0;47040/AL.
174529;LISBON GREAT VIEW!;833952;Filipe;Lisboa;So Vicente;3.871.769;-913.331;Entire home/apt;78;4;87;28.11.2019;0.73;2;131;0;14058/AL
176153;The White House - Historical Center;842219;Inês & António;Lisboa;Misericrdia;3.870.781;-91.451;Entire home/apt;64;1;714;07.12.2021;Mai 67;2;248;33;
178515;Meet Lisboa on your foot;753902;Bruno;Lisboa;Santa Maria Maior;3.871.133;-913.093;Entire home/apt;65;3;160;18.08.2021;Jan 80;6;145;2;35038/AL
178524;Duplex central Apt with river view;753902;Bruno;Lisboa;Santa Maria Maior;3.870.916;-913.222;Entire home/apt;85;3;263;22.11.2021;02. Okt;6;294;14;86946/AL
181219;Golden Blue Studio;412702;Ana;Lisboa;Misericrdia;3.871.271;-915.025;Entire home/apt;49;3;41;16.11.2021;01. Okt;1;184;11;6712AL
184888;Caravela - Torre Sao Rafael;887175;Tania;Lisboa;Parque das Naes;3.876.861;-909.669;Entire home/apt;118;120;15;13.05.2019;0.18;1;359;0;
186996;Apartment Jasmim, in historic center;899179;Beco Do Jasmim;Lisboa;Santa Maria Maior;3.871.677;-913.359;Entire home/apt;67;4;79;23.11.2021;Jan 20;2;66;20;23582/AL
187442;Alfama Balcony: Awesome Tagus View!;901710;André, Ricardo & Luís;Lisboa;Santa Maria Maior;3.871.095;-913.192;Entire home/apt;74;2;425;28.11.2021;Mrz 45;2;357;37;8023/AL
189676;Santa Catarina - City / river views;915146;Pedro;Lisboa;Misericrdia;3.870.997;-914.864;Entire home/apt;94;28;227;01.11.2021;Jan 88;3;177;3;19438AL
193321;Great sunny flat, historical center;515924;Joel;Lisboa;Santo Antnio;3.871.971;-914.339;Private room;25;10;24;02.09.2021;0.19;9;289;1;
196619;COSY HOUSE;144484;Bruno;Lisboa;Penha de Frana;3.872.726;-912.117;Entire home/apt;65;1;0;;;2;8;0;
198480;Ideal to work from home;;;;;;;;;;;;;;;;
199461;Romantic Apartment in the Old Town;914126;Martin;Lisboa;Santa Maria Maior;3.871.095;-913.673;Entire home/apt;105;2;110;24.11.2021;0.91;16;307;19;114187/AL
208683;Cozy central apartment with view;753902;Bruno;Lisboa;Santa Maria Maior;3.871.052;-913.365;Entire home/apt;60;3;124;08.09.2020;Jan 22;6;42;0;35037/AL
211614;Studio12 Monte Estoril, Cascais -Pool and tennis;758277;Margarida;Cascais;Cascais e Estoril;3.871.015;-940.746;Entire home/apt;55;3;59;01.12.2021;0.51;2;276;9;59068/AL
211616;Beguinhos: A balcony over Lisbon;1091599;Francisco;Lisboa;Santa Maria Maior;3.871.315;-912.715;Entire home/apt;75;3;203;05.12.2021;Jan 79;1;214;21;25786/AL
214729;Lisboa alojamento de curta duração;1108485;Maria;Lisboa;Alvalade;3.874.825;-91.459;Private room;30;4;31;30.11.2021;0.38;2;240;4;
217187;Lisboa Popular;1121762;Silvia;Lisboa;Santa Maria Maior;3.871.225;-912.777;Entire home/apt;70;2;184;01.08.2019;Jan 48;2;282;0;84722/AL
217281;Room near the University of Lisbon;1108485;Maria;Lisboa;Alvalade;3.874.877;-91.478;Private room;22;5;5;31.10.2021;0.42;2;213;5;6743/AL
218584;Sea View  Apartment Almocageme, Sintra;1130719;Mario;Sintra;Colares;3.879.325;-947.854;Entire home/apt;80;5;24;09.09.2021;0.26;1;252;4;11447/AL
220830;CASA MAYA  - BEAUTIFUL STONE HOUSE;763034;Eduardo;Mafra;Igreja Nova e Cheleiros;3.888.991;-931.029;Entire home/apt;60;2;29;24.09.2021;0.27;5;344;8;65979/AL
220831;Casa do Pátio;763034;Eduardo;Mafra;Igreja Nova e Cheleiros;3.889.156;-931.059;Entire home/apt;150;2;9;01.08.2021;0.12;5;77;3;65979/AL
222942;Quarto com muita luz;1157493;Lígia;Lisboa;Arroios;3.873.124;-913.364;Private room;54;1;4;29.04.2018;0.07;1;161;0;
229846;Alfama - Tiny penthouse  with a river view;624278;Isabelle & Cesar;Lisboa;So Vicente;3.871.478;-91.241;Entire home/apt;45;3;149;12.11.2021;Jan 28;4;309;2;82021/AL
231329;Doll house;1171644;Carla&Rodrigo;Cascais;Carcavelos e Parede;3.868.727;-933.687;Entire home/apt;35;3;110;16.09.2021;01. Aug;1;284;9;34768/AL
231385;Lisbon is Fado;1208572;Felipe;Lisboa;Areeiro;3.874.313;-913.985;Private room;35;1;43;05.07.2018;0.53;33;161;0;
231468;Casa da Rita - ein besonderer Ort;1210169;Rita;Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;3.880.669;-9.397.194;Entire home/apt;152;4;46;13.10.2021;0.45;1;242;7;8573/AL
234910;Central Cascais Great Terrace 5 px;1230207;Rita;Cascais;Cascais e Estoril;3.869.914;-941.998;Entire home/apt;60;3;92;25.09.2021;0.75;1;168;7;57836/AL
236138;Different apartment in Lisbon;1237805;Fátima;Lisboa;Misericrdia;3.871.331;-914.608;Entire home/apt;49;22;76;22.03.2020;0.74;1;97;0;
239335;Casa Penafiel;1255095;Oliver;Lisboa;Santa Maria Maior;3.871.236;-913.497;Entire home/apt;135;3;27;03.12.2019;0.50;1;188;0;50227/AL
242363;Old fashioned little sweet house;1271952;Annis;Cascais;Alcabideche;3.872.138;-941.789;Private room;65;1;0;;;1;365;0;
244494;Chiado Apartments Lisbon Views 5A;1282676;Paulo;Lisboa;Santa Maria Maior;3.871.094;-913.999;Entire home/apt;135;3;6;21.11.2020;0.05;9;82;0;8514/AL
249727;FAMILY HOUSE - DREAM SPOT - 2207/AL;1308681;Paulo;Sintra;Colares;3.883.981;-946.096;Entire home/apt;200;6;27;29.02.2020;0.24;1;273;0;
250288;LISBON'S PERFECT LOCATION STUDIO;647439;Hugo;Lisboa;Santa Maria Maior;3.871.379;-913.521;Entire home/apt;50;7;422;21.11.2021;Mrz 44;2;240;16;22027/AL
250491;Super Location, near Rossio square. Beautiful & Comfortable with A/C.;1312785;Juan;Lisboa;Arroios;3.871.686;-914.014;Entire home/apt;68;3;36;25.10.2021;0.32;15;303;3;2543/AL
250526;Trendy apartment - historic center;1313374;Joana;Lisboa;Misericrdia;3.871.004;-915.209;Entire home/apt;55;1;183;22.08.2021;Jan 49;5;137;9;77756/AL
252744;Holiday House Lisbon, old town;1327000;Miguel/Mafalda;Lisboa;Misericrdia;3.871.149;-915.204;Entire home/apt;110;3;16;31.10.2021;0.13;1;297;2;
256093;Superb balcony over old Lisbon;1346663;João;Lisboa;Misericrdia;3.870.996;-915.237;Entire home/apt;69;3;319;13.09.2020;Feb 86;1;4;0;
257480;Loft in Alfama with River View;152243043;Maria & Pedro;Lisboa;So Vicente;3.871.343;-912.557;Entire home/apt;70;3;342;20.11.2021;Feb 83;16;299;18;56195/AL
257560;Top Loft Alfama!! Historic Lisbon;1328660;Pedro;Lisboa;Santa Maria Maior;3.871.081;-912.816;Entire home/apt;58;3;250;18.11.2021;Feb 18;1;76;18;13495/AL
261733;Cosy, Central & FreeWiFi BairroAlto;1373142;Sara And Sergio;Lisboa;Misericrdia;3.871.165;-91.463;Entire home/apt;60;3;326;06.12.2021;Feb 73;1;285;10;45101/AL
262251;Apartment in the center of Lisbon;1375871;Augusto;Lisboa;Avenidas Novas;387.462;-915.094;Private room;65;1;0;;;1;0;0;
262616;Central Lisbon with Private Garden;996180;Filipe;Lisboa;Santo Antnio;3.871.774;-915.487;Entire home/apt;100;3;53;29.08.2021;0.45;1;290;3;
263399;Cosy 3 Bedrooms Apartment @ Campolide;405842;Agylp Lda;Lisboa;Campolide;3.872.729;-916.317;Entire home/apt;70;28;24;30.07.2021;0.21;6;131;3;30904/AL
266659;A private room in a charming place;1398359;Rodrigo;Lisboa;Misericrdia;3.871.257;-91.521;Private room;103;2;6;20.09.2017;0.09;1;364;0;
267235;Apartment with garden in Lisbon;1039097;Diogo;Lisboa;Santo Antnio;387.225;-915.488;Entire home/apt;72;3;83;10.10.2021;0.72;11;129;6;44083-AL
270591;Spacious and family friendly villa at Lisbon coast;1416570;Iveta;Torres Vedras;S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces;3.910.812;-923.511;Entire home/apt;217;3;24;14.08.2021;0.31;1;191;3;
271430;Luxury, best quarter free parking no cleaning fees;1416183;Fadoflats;Lisboa;Santa Maria Maior;3.871.291;-914.234;Entire home/apt;119;2;105;22.11.2021;0.94;13;312;16;24027/AL
272438;Modern decor in best neighbourhood;1416183;Fadoflats;Lisboa;Santa Maria Maior;3.871.291;-914.234;Entire home/apt;88;3;75;21.11.2021;0.66;13;314;5;3019/AL
273835;Challet Joset I Old Fashioned House;1432350;Samantha;Cascais;Carcavelos e Parede;3.869.219;-935.887;Entire home/apt;85;3;21;13.08.2019;0.21;3;343;0;
276795;superb duplex with amazing terrace;1445970;Laurent;Lisboa;Misericrdia;3.871.061;-914.327;Entire home/apt;160;3;110;02.10.2021;0.93;1;154;7;34222/AL
279549;3 Bedrooms, 3 bathrooms and terrace - Chiado;1457564;Ines;Lisboa;Misericrdia;3.871.001;-914.374;Entire home/apt;155;3;231;21.11.2021;Jan 99;2;327;17;35949/AL
281407;BERNARDIM BROWN IN CENTRAL LISBON;1466881;Victor;Lisboa;Santo Antnio;3.872.621;-914.318;Entire home/apt;150;3;3;15.11.2021;0.05;7;359;1;15252/AL
286153;Shared appartment - double room2;1489229;João;Lisboa;Campolide;3.872.851;-916.644;Shared room;20;2;49;24.09.2020;0.41;2;310;0;Registo como alojamento local no turismo de Portugal 5955/AL
286706;BERNARDIM GREY IN CENTRAL LISBON;1466881;Victor;Lisboa;Santo Antnio;3.872.486;-914.329;Entire home/apt;120;3;9;02.11.2019;0.10;7;365;0;AL15255
290898;private room in shared apartament;1489229;João;Lisboa;Campolide;3.872.932;-916.566;Private room;15;1;3;21.10.2020;0.08;2;356;0;Registo como alojamento local no turismo de Portugal 9109/AL
291676;BAIRRO ALTO APARTMENT in Lisbon 3º;682628;Paulo Eduardo;Lisboa;Misericrdia;3.871.308;-914.514;Entire home/apt;110;2;8;03.11.2019;0.07;8;311;0;2696/AL
297131;Lovely Apartment close to the sea;1532497;Maria;Cascais;Cascais e Estoril;3.869.901;-94.398;Entire home/apt;82;3;35;25.08.2019;0.31;1;343;0;35001/AL
299321;Central Apartment & 360º Terrace;9416641;Sandra & Sofia;Lisboa;Santo Antnio;387.213;-914.437;Entire home/apt;63;3;563;01.12.2021;Apr 71;3;220;19;2156/AL
301264;200yrs apart. - Balcony and WIFI! 2;1552056;Maria Simone;Lisboa;Arroios;3.872.199;-914.002;Entire home/apt;74;2;76;07.11.2021;0.68;7;343;1;36052/AL
301871;Heart of Lisbon: varanda and  A/C;1552056;Maria Simone;Lisboa;Santo Antnio;3.872.419;-91.474;Entire home/apt;79;3;88;18.11.2021;0.75;7;289;7;93932/AL
303692;200yr Duplex Apartment beside garden with lake;1552056;Maria Simone;Lisboa;Arroios;3.872.138;-913.945;Entire home/apt;69;1;120;15.08.2021;01. Jul;7;297;3;36052/AL
304025;In Lisboa center - small and cozy - 4th floor;682628;Paulo Eduardo;Lisboa;Misericrdia;3.871.308;-914.514;Entire home/apt;120;2;19;02.01.2020;0.17;8;318;0;2699/AL
306191;Bairro Alto Cute Apartment, Central;1574678;Tiago;Lisboa;Misericrdia;3.871.279;-914.503;Entire home/apt;59;3;420;21.11.2021;Mrz 58;1;301;19;61340/AL
307666;Confortable & contemporary - Expo;1582924;Jorge;Lisboa;Parque das Naes;387.787;-909.634;Entire home/apt;63;3;10;17.05.2019;0.09;1;326;0;722/AL
307683;Alfama,Lisbon--Window of the World;727771;Susana;Lisboa;Santa Maria Maior;3.871.143;-912.778;Entire home/apt;49;3;320;04.12.2021;Feb 68;9;334;31;84334/AL
311031;Central Alfama - Sé de Lisboa III;1599678;Patrícia;Lisboa;Santa Maria Maior;3.871.219;-912.739;Entire home/apt;90;3;0;;;3;341;0;AL 1708
311040;até 4 p Alfama - Sé de Lisboa I;1599678;Patrícia;Lisboa;Santa Maria Maior;3.871.235;-91.275;Entire home/apt;85;3;1;10.04.2017;0.02;3;341;0;AL 1587
311047;Central - Alfama - Sé de Lisboa II;1599678;Patrícia;Lisboa;Santa Maria Maior;3.871.252;-912.911;Entire home/apt;52;2;5;13.10.2021;0.06;3;344;2;AL 1627
320603;Luxury flat with astonishing views;1416183;Fadoflats;Lisboa;Santa Maria Maior;3.871.293;-914.228;Entire home/apt;135;2;20;28.01.2020;0.17;13;155;0;7644/AL
322250;THE LEMON HOUSE 5min fromtheocean;1650383;Simona;Cascais;Cascais e Estoril;3.870.492;-939.986;Entire home/apt;100;4;122;25.10.2021;Jan 31;2;175;21;41208/2015
322284;LISBON HISTORICAL CITY CENTER APART;1650507;Jp;Lisboa;Santa Maria Maior;3.870.989;-913.637;Entire home/apt;89;3;270;17.11.2021;Feb 29;1;153;37;46752/AL
324364;Da Silva Surfcamp Areia Branca;1659960;Daniel;Lourinh;Lourinh e Atalaia;3.927.423;-931.898;Entire home/apt;400;3;6;24.08.2018;0.06;38;23;0;8651/AL
327792;Quartier Super! centre ville la beauté...;1664323;Anny;Lisboa;Arroios;3.873.475;-9.144;Private room;26;5;49;01.01.2020;0.43;4;284;0;
327945;Downtown Lisbon - Sunny and central;1675942;Patrícia;Lisboa;Santa Maria Maior;3.870.943;-913.722;Entire home/apt;55;2;406;20.11.2021;Mrz 42;2;56;1;85271/AL
333311;Among Historic Neighborhoods;1695029;Gonçalo;Lisboa;So Vicente;3.871.633;-913.107;Entire home/apt;55;3;349;31.10.2021;Feb 95;5;239;2;3280/AL
335344;Bairro Alto Very Nice Apartment ! (90 m2);1707481;Patrícia;Lisboa;Misericrdia;3.871.386;-914.483;Entire home/apt;75;3;158;19.11.2021;Jan 39;1;311;16;30159/AL
336832;Myplace-Lisbon Alfama River View;701650;Mauro;Lisboa;Santa Maria Maior;3.871.248;-912.961;Entire home/apt;80;2;164;12.10.2021;Jan 43;10;140;22;7114/AL
344035;Quiet flat in middle Bairro Alto;1730158;Aida;Lisboa;Misericrdia;3.871.112;-914.799;Entire home/apt;74;3;47;28.11.2021;0.66;1;1;4;52334/AL
344928;Sunny Room near river TEJO & BELÉM;1749764;Ana;Lisboa;Alcntara;3.870.045;-919.239;Private room;50;5;15;07.11.2021;0.16;1;350;1;
349459;S. Lourenço Street / Lisbon Center;1770472;André;Lisboa;Santa Maria Maior;3.871.418;-913.572;Entire home/apt;61;3;99;23.11.2019;0.84;1;283;0;19/AL
349971;BERNARDIM BEIGE IN CENTRAL LISBON;1466881;Victor;Lisboa;Santo Antnio;3.872.659;-914.522;Entire home/apt;200;3;5;01.11.2017;0.07;7;123;0;AL15252
349974;BERNARDIM BLUE  IN CENTRAL LISBON;1466881;Victor;Lisboa;Santo Antnio;3.872.488;-914.511;Entire home/apt;150;3;5;09.01.2020;0.04;7;358;0;AL15257
349975;BERNARDIM WHITE  IN LISBON;1466881;Victor;Lisboa;Santo Antnio;3.872.541;-914.519;Entire home/apt;75;3;5;26.11.2021;0.12;7;338;1;AL15252
351289;Casa de Pedra - CASAS DA MARIA;1779418;Teresa;Lourinh;Reguengo Grande;3.928.927;-921.705;Entire home/apt;80;5;73;29.08.2021;0.71;2;365;7;64585AL
354431;Casa da Saudade - Praça das Flores;1794425;Carlos;Lisboa;Misericrdia;3.871.446;-915.179;Entire home/apt;95;3;161;24.11.2021;Jan 37;2;351;6;
362009;VISIT LISBON;1829625;Ivone;Oeiras;Barcarena;3.873.535;-92.796;Private room;100;30;0;;;1;358;0;
362562;Romantic 2 Bedrooms Apartment @ Campolide;405842;Agylp Lda;Lisboa;Campolide;38.727;-916.478;Entire home/apt;60;4;14;20.11.2021;0.14;6;208;1;Arrendamento Residencial
364652;Cozy&Walking distance to everything;1836346;Mafalda;Lisboa;Arroios;3.871.817;-91.394;Entire home/apt;80;7;229;16.03.2020;Feb 15;1;2;0;9419/AL
369360;Heart of Lisbon! Beautiful room!;1593947;Nuno;Lisboa;Santo Antnio;3.871.665;-914.627;Private room;30;6;185;07.09.2021;Jan 56;11;194;4;86359/AL
379156;Apartment in Historic  Building;1039097;Diogo;Lisboa;Estrela;3.870.498;-917.156;Entire home/apt;31;3;11;20.08.2021;0.10;11;269;2;44076-AL
385235;Central/Stylish 1bed Principe Real;1928060;China;Lisboa;Misericrdia;3.871.535;-915.119;Entire home/apt;80;2;55;09.07.2018;0.48;2;0;0;
